YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,DoseAdditional2,DoseAdditional3,UnknownDose,Region,TargetGroup,Vaccine,Population
2020-W53,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,VLA,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,NVXD,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,SGSK,8901064
2020-W53,AT,683584,0,0,92,,0,0,0,0,0,AT,Age18_24,COM,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,JANSS,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,COMBA.1,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,AZ,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,1,AT,Age18_24,UNK,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,MOD,8901064
2020-W53,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,MODBA.1,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,VLA,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,NVXD,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,COMBA.4-5,8901064
2020-W53,AT,3002329,0,0,2,,0,0,0,0,0,AT,Age25_49,COMBA.1,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,JANSS,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,5,AT,Age25_49,UNK,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,MODBA.1,8901064
2020-W53,AT,3002329,0,0,1333,,0,0,0,0,0,AT,Age25_49,COM,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,MOD,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,AZ,8901064
2020-W53,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,SGSK,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,JANSS,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,AZ,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,VLA,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,COMBA.1,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,MOD,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,COMBA.4-5,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,NVXD,8901064
2020-W53,AT,1399348,0,0,1052,,0,0,0,0,0,AT,Age50_59,COM,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,2,AT,Age50_59,UNK,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,MODBA.1,8901064
2020-W53,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,SGSK,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,MODBA.1,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,COMBA.4-5,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,AZ,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,JANSS,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,MOD,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,UNK,8901064
2020-W53,AT,428300,0,0,1,,0,0,0,0,0,AT,Age5_9,COM,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,COMBA.1,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,VLA,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,NVXD,8901064
2020-W53,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,SGSK,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,MODBA.1,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,MOD,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,COMBA.1,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,COMBA.4-5,8901064
2020-W53,AT,1047888,0,0,601,,0,0,0,0,0,AT,Age60_69,COM,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,JANSS,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,VLA,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,SGSK,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,AZ,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,UNK,8901064
2020-W53,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,NVXD,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,COMBA.1,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,JANSS,8901064
2020-W53,AT,753524,0,0,564,,0,0,0,0,0,AT,Age70_79,COM,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,COMBA.4-5,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,AZ,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,SGSK,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,MODBA.1,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,MOD,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,UNK,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,VLA,8901064
2020-W53,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,NVXD,8901064
2020-W53,AT,502105,0,0,1702,,0,0,0,0,0,AT,Age80+,COM,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,AZ,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,MODBA.1,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,MOD,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,COMBA.4-5,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,UNK,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,SGSK,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,JANSS,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,NVXD,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,COMBA.1,8901064
2020-W53,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,VLA,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,AZ,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,MODBA.1,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,MOD,8901064
2020-W53,AT,1543886,0,0,7,,0,0,0,0,0,AT,Age<18,COM,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,VLA,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,JANSS,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,SGSK,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,COMBA.4-5,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,COMBA.1,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,UNK,8901064
2020-W53,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,NVXD,8901064
2021-W01,AT,7388778,0,0,0,,0,0,0,0,7,AT,ALL,UNK,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,COMBA.4-5,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,MOD,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,VLA,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,MODBA.1,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,JANSS,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,NVXD,8932664
2021-W01,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,SGSK,8932664
2021-W01,AT,7388778,61425,0,26384,,2,0,0,0,0,AT,ALL,COM,8932664
2021-W01,AT,7388778,0,0,4,,0,0,0,0,0,AT,ALL,COMBA.1,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,MODBA.1,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,COM,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,UNK,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,SGSK,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,AZ,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,VLA,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,NVXD,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,COMBA.1,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,MOD,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,JANSS,8932664
2021-W01,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,COMBA.4-5,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,MODBA.1,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,COM,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,AZ,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,SGSK,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,NVXD,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,JANSS,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,UNK,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,VLA,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,COMBA.1,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,MOD,8932664
2021-W01,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,COMBA.4-5,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,0,AT,Age15_17,MODBA.1,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,0,AT,Age15_17,NVXD,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,0,AT,Age15_17,UNK,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,0,AT,Age15_17,MOD,8932664
2021-W01,AT,258398,0,0,23,,0,0,0,0,0,AT,Age15_17,COM,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,0,AT,Age15_17,SGSK,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,0,AT,Age15_17,VLA,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,0,AT,Age15_17,AZ,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,0,AT,Age15_17,COMBA.1,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,0,AT,Age15_17,JANSS,8932664
2021-W01,AT,258398,0,0,0,,0,0,0,0,0,AT,Age15_17,COMBA.4-5,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,AZ,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,SGSK,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,MOD,8932664
2021-W01,AT,683584,0,0,1,,0,0,0,0,0,AT,Age18_24,COMBA.1,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,JANSS,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,NVXD,8932664
2021-W01,AT,683584,0,0,797,,0,0,0,0,0,AT,Age18_24,COM,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,MODBA.1,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,VLA,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,UNK,8932664
2021-W01,AT,683584,0,0,0,,0,0,0,0,0,AT,Age18_24,COMBA.4-5,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,SGSK,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,MOD,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,JANSS,8932664
2021-W01,AT,3002329,0,0,10499,,1,0,0,0,0,AT,Age25_49,COM,8932664
2021-W01,AT,3002329,0,0,3,,0,0,0,0,0,AT,Age25_49,COMBA.1,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,1,AT,Age25_49,UNK,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,VLA,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,NVXD,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,MODBA.1,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,AZ,8932664
2021-W01,AT,3002329,0,0,0,,0,0,0,0,0,AT,Age25_49,COMBA.4-5,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,JANSS,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,SGSK,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,1,AT,Age50_59,UNK,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,MODBA.1,8932664
2021-W01,AT,1399348,0,0,6577,,0,0,0,0,0,AT,Age50_59,COM,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,VLA,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,AZ,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,MOD,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,NVXD,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,COMBA.4-5,8932664
2021-W01,AT,1399348,0,0,0,,0,0,0,0,0,AT,Age50_59,COMBA.1,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,COMBA.4-5,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,COMBA.1,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,UNK,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,MOD,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,SGSK,8932664
2021-W01,AT,428300,0,0,2,,0,0,0,0,0,AT,Age5_9,COM,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,VLA,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,AZ,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,JANSS,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,NVXD,8932664
2021-W01,AT,428300,0,0,0,,0,0,0,0,0,AT,Age5_9,MODBA.1,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,JANSS,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,4,AT,Age60_69,UNK,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,COMBA.1,8932664
2021-W01,AT,1047888,0,0,2742,,1,0,0,0,0,AT,Age60_69,COM,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,AZ,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,NVXD,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,MODBA.1,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,SGSK,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,COMBA.4-5,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,VLA,8932664
2021-W01,AT,1047888,0,0,0,,0,0,0,0,0,AT,Age60_69,MOD,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,JANSS,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,MOD,8932664
2021-W01,AT,753524,0,0,1546,,0,0,0,0,0,AT,Age70_79,COM,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,COMBA.1,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,MODBA.1,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,AZ,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,VLA,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,1,AT,Age70_79,UNK,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,NVXD,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,SGSK,8932664
2021-W01,AT,753524,0,0,0,,0,0,0,0,0,AT,Age70_79,COMBA.4-5,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,AZ,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,VLA,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,COMBA.4-5,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,UNK,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,MOD,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,SGSK,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,COMBA.1,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,NVXD,8932664
2021-W01,AT,502105,0,0,4223,,0,0,0,0,0,AT,Age80+,COM,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,MODBA.1,8932664
2021-W01,AT,502105,0,0,0,,0,0,0,0,0,AT,Age80+,JANSS,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,JANSS,8932664
2021-W01,AT,1543886,0,0,25,,0,0,0,0,0,AT,Age<18,COM,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,UNK,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,MODBA.1,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,VLA,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,AZ,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,COMBA.4-5,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,MOD,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,NVXD,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,COMBA.1,8932664
2021-W01,AT,1543886,0,0,0,,0,0,0,0,0,AT,Age<18,SGSK,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,JANSS,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,NVXD,8932664
2021-W02,AT,7388778,61425,0,85248,,406,0,0,0,0,AT,ALL,COM,8932664
2021-W02,AT,7388778,0,0,1,,0,0,0,0,0,AT,ALL,COMBA.4-5,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W02,AT,7388778,0,0,2,,0,0,0,0,0,AT,ALL,COMBA.1,8932664
2021-W02,AT,7388778,7200,0,106,,0,0,0,0,0,AT,ALL,MOD,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,VLA,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,SGSK,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,0,0,AT,ALL,MODBA.1,8932664
2021-W02,AT,7388778,0,0,0,,0,0,0,0,30,AT,ALL,UNK,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,JANSS,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,UNK,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,COM,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,SGSK,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,AZ,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,COMBA.1,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,COMBA.4-5,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,MOD,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,MODBA.1,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,NVXD,8932664
2021-W02,AT,433755,0,0,0,,0,0,0,0,0,AT,Age0_4,VLA,8932664
2021-W02,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,NVXD,8932664
2021-W02,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,MODBA.1,8932664
2021-W02,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,MOD,8932664
2021-W02,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,COMBA.1,8932664
2021-W02,AT,423433,0,0,0,,0,0,0,0,0,AT,Age10_14,AZ,8932664
